# number of interfaces
 2
#
# for each interface below, we give the number of points and then x,z for each point
#
# interface number 1 (bottom of the mesh)
 2
 0 0
 2500 0
# interface number 2 (topography, top of the mesh)
512
0.000000 2250.000000
4.892368 2246.926112
9.784736 2243.852689
14.677104 2240.780195
19.569472 2237.709095
24.461840 2234.639853
29.354207 2231.572934
34.246575 2228.508800
39.138943 2225.447916
44.031311 2222.390744
48.923679 2219.337745
53.816047 2216.289383
58.708415 2213.246117
63.600783 2210.208407
68.493151 2207.176714
73.385519 2204.151495
78.277886 2201.133207
83.170254 2198.122308
88.062622 2195.119252
92.954990 2192.124493
97.847358 2189.138484
102.739726 2186.161676
107.632094 2183.194520
112.524462 2180.237464
117.416830 2177.290955
122.309198 2174.355439
127.201566 2171.431359
132.093933 2168.519158
136.986301 2165.619275
141.878669 2162.732150
146.771037 2159.858218
151.663405 2156.997915
156.555773 2154.151672
161.448141 2151.319920
166.340509 2148.503087
171.232877 2145.701599
176.125245 2142.915880
181.017613 2140.146350
185.909980 2137.393429
190.802348 2134.657532
195.694716 2131.939074
200.587084 2129.238464
205.479452 2126.556112
210.371820 2123.892424
215.264188 2121.247801
220.156556 2118.622643
225.048924 2116.017348
229.941292 2113.432309
234.833659 2110.867918
239.726027 2108.324561
244.618395 2105.802624
249.510763 2103.302487
254.403131 2100.824529
259.295499 2098.369124
264.187867 2095.936644
269.080235 2093.527456
273.972603 2091.141925
278.864971 2088.780411
283.757339 2086.443270
288.649706 2084.130858
293.542074 2081.843523
298.434442 2079.581610
303.326810 2077.345463
308.219178 2075.135418
313.111546 2072.951811
318.003914 2070.794971
322.896282 2068.665224
327.788650 2066.562893
332.681018 2064.488294
337.573386 2062.441743
342.465753 2060.423548
347.358121 2058.434014
352.250489 2056.473442
357.142857 2054.542129
362.035225 2052.640367
366.927593 2050.768442
371.819961 2048.926639
376.712329 2047.115235
381.604697 2045.334505
386.497065 2043.584717
391.389432 2041.866136
396.281800 2040.179023
401.174168 2038.523631
406.066536 2036.900212
410.958904 2035.309010
415.851272 2033.750267
420.743640 2032.224218
425.636008 2030.731094
430.528376 2029.271120
435.420744 2027.844517
440.313112 2026.451501
445.205479 2025.092283
450.097847 2023.767067
454.990215 2022.476055
459.882583 2021.219441
464.774951 2019.997416
469.667319 2018.810164
474.559687 2017.657865
479.452055 2016.540693
484.344423 2015.458816
489.236791 2014.412399
494.129159 2013.401600
499.021526 2012.426571
503.913894 2011.487460
508.806262 2010.584409
513.698630 2009.717554
518.590998 2008.887027
523.483366 2008.092952
528.375734 2007.335451
533.268102 2006.614637
538.160470 2005.930619
543.052838 2005.283502
547.945205 2004.673382
552.837573 2004.100353
557.729941 2003.564500
562.622309 2003.065905
567.514677 2002.604642
572.407045 2002.180783
577.299413 2001.794391
582.191781 2001.445523
587.084149 2001.134234
591.976517 2000.860570
596.868885 2000.624572
601.761252 2000.426277
606.653620 2000.265713
611.545988 2000.142906
616.438356 2000.057875
621.330724 2000.010630
626.223092 2000.001181
631.115460 2000.029528
636.007828 2000.095668
640.900196 2000.199589
645.792564 2000.341277
